event_id,imsi,partner_mcc_mnc,partner_name,timestamp,service_group,usage_volume,uom,sdr_rate,switch_id,tap_file_id,utc_offset,charge_sdr
8a757f72-f3b7-4d0d-944d-da0d32991e87,51011446874,204-04,Vodafone,2025-01-07 22:03:00,Voice,175.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250107_20404,+0700,26.25
0c82e016-0e78-4daa-9467-5e99eb3bf925,51011590083,502-12,Maxis,2025-01-11 18:08:00,Data,156.74262400081304,MB,0.05,MSC-JKT-2,TAP3_ID_20250111_50212,+0700,7.837131200040652
84ec3010-b36d-4b6c-aeb7-2c19576482a0,51011204672,525-01,Singtel,2025-01-15 09:58:00,Data,397.5262673105423,MB,0.05,MSC-JKT-4,TAP3_ID_20250115_52501,+0700,19.876313365527118
e7940fc0-c11e-4fa1-b160-47880c8a6f34,51011287461,204-04,Vodafone,2025-01-08 02:41:00,SMS,1.0,MSG,0.05,MSC-JKT-3,TAP3_ID_20250108_20404,+0700,0.05
365222b6-1be7-4a4b-a113-701b3925b589,51011798012,525-01,Singtel,2025-01-14 03:47:00,Data,335.08100770200974,MB,0.05,MSC-JKT-3,TAP3_ID_20250114_52501,+0700,16.754050385100488
952be6da-6796-4af6-9fac-670e22476b43,51011868741,310-410,AT&T,2025-01-28 03:15:00,Voice,104.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250128_310410,+0700,15.6
86161137-848e-4c20-93c1-ca026e403af9,51011739120,310-410,AT&T,2025-01-24 08:01:00,Data,166.75058227446974,MB,0.05,MSC-JKT-4,TAP3_ID_20250124_310410,+0700,8.337529113723487
dd344c8b-440b-44f9-a4e6-c978e62e0fcc,51011838096,525-01,Singtel,2025-01-30 12:27:00,Data,192.86819508153744,MB,0.05,MSC-JKT-1,TAP3_ID_20250130_52501,+0700,9.643409754076872
52872db2-ce80-4a02-b014-62d371d8d9c2,51011202239,502-12,Maxis,2025-01-08 19:44:00,Data,423.49973021810956,MB,0.05,MSC-JKT-4,TAP3_ID_20250108_50212,+0700,21.17498651090548
dd895c46-f10f-4a54-9b64-44c66823f8a2,51011963945,310-410,AT&T,2025-01-18 06:01:00,Data,68.02948644878433,MB,0.05,MSC-JKT-3,TAP3_ID_20250118_310410,+0700,3.4014743224392165
54bd7e10-38f2-4604-9c7f-a2e7c4e6ea85,51011207904,525-01,Singtel,2025-01-14 07:45:00,Voice,540.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250114_52501,+0700,81.0
bafebfb5-8c43-4bf2-a2dc-29de3dffc13b,51011853772,204-04,Vodafone,2025-01-15 08:38:00,Data,285.991571477231,MB,0.05,MSC-JKT-1,TAP3_ID_20250115_20404,+0700,14.29957857386155
bbbcb20a-fb48-4b26-af8f-486c48825076,51011968800,525-01,Singtel,2025-01-06 18:52:00,Voice,133.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250106_52501,+0700,19.95
23daee4f-b699-4925-a211-8e08c5b66d45,51011787312,204-04,Vodafone,2025-01-23 22:43:00,SMS,1.0,MSG,0.05,MSC-JKT-1,TAP3_ID_20250123_20404,+0700,0.05
0cf00094-bfdc-4fb4-a763-2419aacefdf1,51011662602,310-410,AT&T,2025-01-16 15:58:00,Data,316.6711317770107,MB,0.05,MSC-JKT-2,TAP3_ID_20250116_310410,+0700,15.833556588850536
3481f8b1-3989-4aa6-ac54-59c86fce59b6,51011882670,310-410,AT&T,2025-01-18 15:47:00,Data,366.4491839002919,MB,0.05,MSC-JKT-4,TAP3_ID_20250118_310410,+0700,18.3224591950146
59926180-67e5-4203-9684-0ddc1f2c4e65,51011571328,502-12,Maxis,2025-01-05 11:10:00,Data,127.06203979855515,MB,0.05,MSC-JKT-4,TAP3_ID_20250105_50212,+0700,6.353101989927758
b32ec53f-6803-4baf-a795-dd4231ff915c,51011860581,204-04,Vodafone,2025-01-17 07:10:00,Voice,9.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250117_20404,+0700,1.3499999999999999
48cb9812-b637-4e9d-b384-44d73d89679e,51011565713,310-410,AT&T,2025-01-22 01:38:00,Data,386.9906707989538,MB,0.05,MSC-JKT-4,TAP3_ID_20250122_310410,+0700,19.34953353994769
a5f0abcd-501b-43c3-bc98-943465b8d205,51011911464,454-00,CSL,2025-01-23 06:41:00,Data,223.80537388043308,MB,0.05,MSC-JKT-1,TAP3_ID_20250123_45400,+0700,11.190268694021654
bf39e79d-2675-4858-934e-73ccecfb6c02,51011224501,454-00,CSL,2025-01-14 21:22:00,Data,431.9815101492314,MB,0.05,MSC-JKT-1,TAP3_ID_20250114_45400,+0700,21.59907550746157
76ea4c35-a201-4396-9dc0-13435a1db716,51011354726,310-410,AT&T,2025-01-14 22:47:00,Voice,330.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250114_310410,+0700,49.5
2b2a7a4b-0ee0-4e3f-a3e9-005118320091,51011522870,204-04,Vodafone,2025-01-07 08:27:00,Data,16.156666058300456,MB,0.05,MSC-JKT-1,TAP3_ID_20250107_20404,+0700,0.8078333029150229
e105125b-bc29-4097-87a7-29272616fbae,51011351881,525-01,Singtel,2025-01-28 10:02:00,Voice,187.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250128_52501,+0700,28.05
a77935e3-e050-486b-bfa7-505da945bf16,51011480171,454-00,CSL,2025-01-03 04:41:00,Data,250.07912376962423,MB,0.05,MSC-JKT-1,TAP3_ID_20250103_45400,+0700,12.503956188481212
10ffbb3d-3ccc-48c3-926c-a80216328a90,51011105914,310-410,AT&T,2025-01-03 03:26:00,Data,36.000110423581454,MB,0.05,MSC-JKT-1,TAP3_ID_20250103_310410,+0700,1.8000055211790729
75642690-84d5-4d22-99e2-ffcf05237752,51011625122,525-01,Singtel,2025-01-26 19:18:00,Data,325.3971197284668,MB,0.05,MSC-JKT-3,TAP3_ID_20250126_52501,+0700,16.26985598642334
23f8378b-4ea0-4579-8c97-1b97221a6d9d,51011984588,310-410,AT&T,2025-01-12 03:53:00,Data,380.34790499505505,MB,0.05,MSC-JKT-4,TAP3_ID_20250112_310410,+0700,19.017395249752752
b4f3ecc3-626a-4b06-b46e-7a302df7b88e,51011445712,525-01,Singtel,2025-01-17 02:02:00,Voice,381.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250117_52501,+0700,57.15
5c6928a6-1503-4c71-ac77-f4ce252f9ef5,51011160263,310-410,AT&T,2025-01-29 13:18:00,Data,354.97672714738866,MB,0.05,MSC-JKT-1,TAP3_ID_20250129_310410,+0700,17.748836357369434
4fd7c237-8b0d-4177-85aa-75117d4043a3,51011507460,525-01,Singtel,2025-01-19 03:09:00,Data,365.5648332791008,MB,0.05,MSC-JKT-4,TAP3_ID_20250119_52501,+0700,18.27824166395504
9f7ede05-d02a-433d-8f8a-5471ea95ef7f,51011845231,525-01,Singtel,2025-01-21 18:53:00,Voice,530.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250121_52501,+0700,79.5
860f5270-eb28-44de-8e29-14650a41790f,51011285576,502-12,Maxis,2025-01-20 07:48:00,Data,126.27955157664589,MB,0.05,MSC-JKT-1,TAP3_ID_20250120_50212,+0700,6.3139775788322945
7f735888-8410-435e-b31b-34f88a3acd31,51011631022,204-04,Vodafone,2025-01-20 16:02:00,Data,283.2766563292192,MB,0.05,MSC-JKT-1,TAP3_ID_20250120_20404,+0700,14.16383281646096
64902d23-69f6-4941-8794-d0a29f2bd4f5,51011564175,525-01,Singtel,2025-01-17 16:10:00,Voice,29.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250117_52501,+0700,4.35
64c3fb11-671a-4822-b8a2-3b8c58df12c7,51011597760,310-410,AT&T,2025-01-06 13:32:00,Data,464.41109954787385,MB,0.05,MSC-JKT-1,TAP3_ID_20250106_310410,+0700,23.220554977393693
4786047d-00ff-4d03-92b9-2b317c673749,51011747952,454-00,CSL,2025-01-14 14:42:00,Voice,287.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250114_45400,+0700,43.05
a3538a0f-6132-4715-afc0-ef47b4154808,51011554075,525-01,Singtel,2025-01-19 15:13:00,Data,325.11309474717314,MB,0.05,MSC-JKT-2,TAP3_ID_20250119_52501,+0700,16.255654737358658
77b4d02f-d6ed-467b-96fc-ac8571cdd091,51011787693,454-00,CSL,2025-01-12 12:07:00,Data,447.52687252742425,MB,0.05,MSC-JKT-1,TAP3_ID_20250112_45400,+0700,22.376343626371213
64a0906b-62b0-4c2e-9ac6-585da112d878,51011195556,525-01,Singtel,2025-01-30 09:16:00,Voice,570.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250130_52501,+0700,85.5
f9ea0371-b23c-469c-89a2-5b2db6341ef5,51011800526,502-12,Maxis,2025-01-09 05:48:00,Data,461.64887961000204,MB,0.05,MSC-JKT-3,TAP3_ID_20250109_50212,+0700,23.082443980500102
5ebe3946-3f7b-4bba-afff-f37e24486be5,51011866552,525-01,Singtel,2025-01-01 08:21:00,Voice,382.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250101_52501,+0700,57.3
cc549961-055a-47a5-95ce-0dc1dbe13a98,51011695976,525-01,Singtel,2025-01-02 22:22:00,Voice,400.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250102_52501,+0700,60.0
0ec977ca-9fc2-4604-b932-9dfccb1e48f5,51011666161,204-04,Vodafone,2025-01-15 05:07:00,Data,24.486912478419228,MB,0.05,MSC-JKT-2,TAP3_ID_20250115_20404,+0700,1.2243456239209616
c54a0052-1a4b-4e69-a78b-a6864b56aafb,51011974072,525-01,Singtel,2025-01-20 15:49:00,Voice,551.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250120_52501,+0700,82.64999999999999
98572cad-2c38-4d15-8640-948f86713eaa,51011103754,525-01,Singtel,2025-01-15 18:22:00,Data,366.4274922286487,MB,0.05,MSC-JKT-1,TAP3_ID_20250115_52501,+0700,18.321374611432436
3fb4aef9-9b8b-4807-beda-87f6013a0502,51011377068,525-01,Singtel,2025-01-06 18:35:00,SMS,1.0,MSG,0.05,MSC-JKT-4,TAP3_ID_20250106_52501,+0700,0.05
28598c36-043a-44cb-bb71-9e6b0a8fc95e,51011211462,525-01,Singtel,2025-01-29 14:11:00,Data,83.03392208295604,MB,0.05,MSC-JKT-4,TAP3_ID_20250129_52501,+0700,4.151696104147802
c2e2ca73-3795-43ba-933a-a767d0812ef9,51011754110,525-01,Singtel,2025-01-29 08:56:00,Data,467.4239176074002,MB,0.05,MSC-JKT-3,TAP3_ID_20250129_52501,+0700,23.37119588037001
af7abe28-1b9d-4157-8568-3f879964aa37,51011303570,525-01,Singtel,2025-01-30 14:45:00,Data,66.1925402578678,MB,0.05,MSC-JKT-2,TAP3_ID_20250130_52501,+0700,3.3096270128933902
24732f10-0e4d-4665-9959-661139c9def2,51011189846,310-410,AT&T,2025-01-18 15:03:00,Data,215.12835177520344,MB,0.05,MSC-JKT-4,TAP3_ID_20250118_310410,+0700,10.756417588760172
668c93be-bd3e-4baa-9958-f0ca68a6a2ac,51011486213,454-00,CSL,2025-01-26 18:33:00,Voice,75.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250126_45400,+0700,11.25
32e075c7-3380-472d-9f4e-5c168778531d,51011660315,525-01,Singtel,2025-01-04 02:44:00,Voice,30.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250104_52501,+0700,4.5
59b28abb-f756-40aa-bb25-5cb8873d9bd3,51011930171,310-410,AT&T,2025-01-27 13:02:00,Voice,407.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250127_310410,+0700,61.05
80e0742f-07bf-43e0-8c97-5355c98602da,51011315558,502-12,Maxis,2025-01-20 19:54:00,Data,329.556800525103,MB,0.05,MSC-JKT-4,TAP3_ID_20250120_50212,+0700,16.477840026255148
0363b48b-abc1-4fdb-b174-654d0e3a26f9,51011406024,525-01,Singtel,2025-01-10 17:16:00,Data,398.2406367055863,MB,0.05,MSC-JKT-4,TAP3_ID_20250110_52501,+0700,19.91203183527932
85f2e42e-4cc1-4380-80ac-5e04c7cd5e6b,51011599722,310-410,AT&T,2025-01-11 05:38:00,Data,472.371537943476,MB,0.05,MSC-JKT-2,TAP3_ID_20250111_310410,+0700,23.618576897173803
7c1573b6-88fe-447d-86c5-5c4643bb2d50,51011346331,525-01,Singtel,2025-01-28 08:51:00,Data,340.2716833159346,MB,0.05,MSC-JKT-3,TAP3_ID_20250128_52501,+0700,17.01358416579673
9b1a896e-1cf6-4ef5-a75a-c36935ff6a44,51011256570,525-01,Singtel,2025-01-11 09:20:00,Data,308.03112658506353,MB,0.05,MSC-JKT-2,TAP3_ID_20250111_52501,+0700,15.401556329253177
1db3dcd2-1995-452b-b014-eaefbca1bc3f,51011498933,525-01,Singtel,2025-01-18 10:38:00,Data,274.5144453914856,MB,0.05,MSC-JKT-3,TAP3_ID_20250118_52501,+0700,13.72572226957428
34c4272d-d859-4f89-9168-c1114f3068f3,51011230775,502-12,Maxis,2025-01-08 21:39:00,Data,363.67350937206027,MB,0.05,MSC-JKT-2,TAP3_ID_20250108_50212,+0700,18.183675468603013
0872ff7d-124f-452b-baf7-79cc61c05b5a,51011488388,204-04,Vodafone,2025-01-18 02:42:00,Voice,178.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250118_20404,+0700,26.7
f9d02bf7-810c-42dd-9819-a8482beecc80,51011497891,525-01,Singtel,2025-01-04 11:33:00,Voice,135.0,SEC,0.15,MSC-JKT-3,TAP3_ID_20250104_52501,+0700,20.25
9d87ef42-0967-4cc6-b886-d080604a5aa3,51011424368,204-04,Vodafone,2025-01-07 14:38:00,Voice,597.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250107_20404,+0700,89.55
8d2381c7-ba7b-449b-92bd-a2c7b675276e,51011113140,502-12,Maxis,2025-01-02 05:45:00,Data,242.39967393631048,MB,0.05,MSC-JKT-1,TAP3_ID_20250102_50212,+0700,12.119983696815524
0f9dc87e-8930-4f14-a397-2c1d8a1f9a4d,51011142103,204-04,Vodafone,2025-01-13 19:13:00,Data,444.1061574867972,MB,0.05,MSC-JKT-1,TAP3_ID_20250113_20404,+0700,22.205307874339862
0d3c8db8-934b-43e2-999e-4397d019ca41,51011939052,525-01,Singtel,2025-01-14 11:49:00,Data,432.35240851756663,MB,0.05,MSC-JKT-1,TAP3_ID_20250114_52501,+0700,21.617620425878332
ed22347d-e2e6-40ca-9ec0-9364165978aa,51011675696,454-00,CSL,2025-01-25 13:42:00,Voice,84.0,SEC,0.15,MSC-JKT-3,TAP3_ID_20250125_45400,+0700,12.6
0d0e82ec-f6aa-45df-9d51-4e968c503413,51011965718,454-00,CSL,2025-01-18 08:13:00,Voice,401.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250118_45400,+0700,60.15
11c8da71-1452-453a-8b2c-111ff6832d53,51011955778,525-01,Singtel,2025-01-30 22:12:00,Data,469.5399424865968,MB,0.05,MSC-JKT-3,TAP3_ID_20250130_52501,+0700,23.47699712432984
cbdc901a-0f05-4827-93cc-fd3b743479e8,51011622222,204-04,Vodafone,2025-01-16 04:01:00,Data,491.24307726544737,MB,0.05,MSC-JKT-3,TAP3_ID_20250116_20404,+0700,24.56215386327237
10fe3232-a7e2-4701-914c-042bab5c7f9c,51011650822,310-410,AT&T,2025-01-12 05:13:00,Data,447.12459856584945,MB,0.05,MSC-JKT-2,TAP3_ID_20250112_310410,+0700,22.356229928292475
bbb3100d-5680-4b4a-a28e-97ad3e5553fe,51011926297,454-00,CSL,2025-01-20 19:09:00,Voice,446.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250120_45400,+0700,66.89999999999999
ced241fe-dcf9-4874-b656-1481dbd2f1ed,51011789981,454-00,CSL,2025-01-10 03:21:00,Data,394.748599007181,MB,0.05,MSC-JKT-2,TAP3_ID_20250110_45400,+0700,19.73742995035905
63c36c7f-18f3-4ce0-b51a-98949a1045cc,51011317741,204-04,Vodafone,2025-01-22 21:49:00,Data,418.6998031770983,MB,0.05,MSC-JKT-2,TAP3_ID_20250122_20404,+0700,20.934990158854916
1fd44762-deac-420b-8969-19ba183c8d73,51011796683,310-410,AT&T,2025-01-23 18:39:00,Voice,248.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250123_310410,+0700,37.199999999999996
7085e3d6-2171-4e21-9748-161596b0e42c,51011999187,502-12,Maxis,2025-01-01 08:12:00,Voice,589.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250101_50212,+0700,88.35
15327e70-a28e-4fde-bce4-f6cde5f90103,51011237337,204-04,Vodafone,2025-01-29 14:42:00,Data,298.46539395744884,MB,0.05,MSC-JKT-3,TAP3_ID_20250129_20404,+0700,14.923269697872442
