event_id,imsi,partner_mcc_mnc,partner_name,timestamp,service_group,usage_volume,uom,sdr_rate,switch_id,tap_file_id,utc_offset,charge_sdr,billed_revenue_idr,tax_amount_idr,total_invoice_idr
b065d4cf-f24f-49ea-83e2-b3d677e0eb76,51011203565,454-00,CSL,2025-01-01 17:26:00,Data,47.61061630174455,MB,0.05,MSC-JKT-4,TAP3_ID_20250101_45400,700,2.380530815087228,50560.09398163764,0.0,50560.09398163764
781c645d-9853-44ec-8951-7b2953208d5f,51011304222,204-04,Vodafone,2025-01-14 13:07:00,Voice,531.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250114_20404,700,79.64999999999999,1691686.3499999999,355254.13349999994,2046940.4834999999
45da267a-26ab-4b8c-883f-9ed3a8b99313,51011542762,204-04,Vodafone,2025-01-09 20:50:00,Voice,26.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250109_20404,700,3.9,82832.09999999999,17394.740999999998,100226.84099999999
27cec15c-5e82-487a-afe0-9488445f03e4,51011716737,310-410,AT&T,2025-01-02 09:01:00,Data,103.8088548197912,MB,0.05,MSC-JKT-4,TAP3_ID_20250102_310410,700,5.19044274098956,110239.81337587727,11023.981337587727,121263.794713465
1158f956-76ba-4c80-8bae-ce518749fcbf,51011307547,454-00,CSL,2025-01-12 15:50:00,Data,142.86528112904873,MB,0.05,MSC-JKT-3,TAP3_ID_20250112_45400,700,7.143264056452437,151715.78529499331,0.0,151715.78529499331
e0ab930b-4106-44f4-b34a-a39f35c5481b,51011265369,525-01,Singtel,2025-01-08 15:19:00,SMS,1.0,MSG,0.05,MSC-JKT-1,TAP3_ID_20250108_52501,700,0.05,1061.95,74.33650000000002,1136.2865000000002
818bd632-6b94-4287-9f74-c0183945a3c6,51011192876,204-04,Vodafone,2025-01-13 12:41:00,Data,313.70173465182995,MB,0.05,MSC-JKT-1,TAP3_ID_20250113_20404,700,15.6850867325915,333135.5571135109,69958.46699383728,403094.0241073482
83acbe57-aecb-412b-9bbf-0dfecaa2e45d,51011850782,310-410,AT&T,2025-01-27 01:32:00,Data,35.277017142224054,MB,0.05,MSC-JKT-4,TAP3_ID_20250127_310410,700,1.7638508571112028,37462.428354184834,3746.2428354184835,41208.671189603316
ec8523ec-97a5-4196-b2a1-5e080586b256,51011914660,525-01,Singtel,2025-01-12 13:56:00,Data,489.7774651068403,MB,0.05,MSC-JKT-3,TAP3_ID_20250112_52501,700,24.48887325534201,520119.179070209,36408.342534914635,556527.5216051236
66c5435f-f157-4e11-aaa6-da2744818098,51011322071,310-410,AT&T,2025-01-13 12:46:00,Data,263.95327293698085,MB,0.05,MSC-JKT-4,TAP3_ID_20250113_310410,700,13.197663646849044,280305.1781954268,28030.517819542685,308335.6960149695
da525494-f5ff-43a2-ad8d-67d537357f55,51011392107,502-12,Maxis,2025-01-25 07:07:00,SMS,1.0,MSG,0.05,MSC-JKT-1,TAP3_ID_20250125_50212,700,0.05,1061.95,63.717,1125.6670000000001
5d007a1a-5f0a-4170-9ddd-d068cf813c43,51011768646,204-04,Vodafone,2025-01-22 10:17:00,Voice,175.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250122_20404,700,26.25,557523.75,117079.9875,674603.7375
b4b2b858-9b79-4308-9d7d-d81278e68494,51011155810,525-01,Singtel,2025-01-25 19:57:00,Data,78.67551755702591,MB,0.05,MSC-JKT-4,TAP3_ID_20250125_52501,700,3.933775877851296,83549.46586968367,5848.4626108778575,89397.92848056153
65b8cf3e-aa26-4147-a9e5-0c65f36b8256,51011544854,525-01,Singtel,2025-01-20 10:58:00,Data,152.11690852204478,MB,0.05,MSC-JKT-3,TAP3_ID_20250120_52501,700,7.605845426102239,161540.55100498546,11307.838570348984,172848.38957533444
aebf9e3a-c9fe-459f-9f4c-f538b6109d8a,51011628936,525-01,Singtel,2025-01-11 21:40:00,Data,43.63767412120617,MB,0.05,MSC-JKT-1,TAP3_ID_20250111_52501,700,2.1818837060603085,46341.02803301489,3243.8719623110424,49584.89999532593
baa685a0-c509-46bd-85fe-6413465d8f61,51011878559,204-04,Vodafone,2025-01-14 12:00:00,Data,179.31796483454735,MB,0.05,MSC-JKT-4,TAP3_ID_20250114_20404,700,8.965898241727368,190426.71275604758,39989.60967876999,230416.32243481756
96a8cd35-5d55-4576-b24f-9e1cc4fbca29,51011524452,502-12,Maxis,2025-01-17 07:25:00,SMS,1.0,MSG,0.05,MSC-JKT-1,TAP3_ID_20250117_50212,700,0.05,1061.95,63.717,1125.6670000000001
304f1c5d-d28e-4b7f-9908-dc199db6166a,51011996030,525-01,Singtel,2025-01-28 15:34:00,Voice,187.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250128_52501,700,28.05,595753.9500000001,41702.77650000001,637456.7265000001
9c66cd53-8c71-4e2b-bcab-eee2b5651774,51011808636,310-410,AT&T,2025-01-13 18:35:00,Data,275.1770225198031,MB,0.05,MSC-JKT-1,TAP3_ID_20250113_310410,700,13.758851125990155,292224.2390649049,29222.423906490494,321446.6629713954
8a757f72-f3b7-4d0d-944d-da0d32991e87,51011446874,204-04,Vodafone,2025-01-07 22:03:00,Voice,175.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250107_20404,700,26.25,557523.75,117079.9875,674603.7375
0c82e016-0e78-4daa-9467-5e99eb3bf925,51011590083,502-12,Maxis,2025-01-11 18:08:00,Data,156.74262400081304,MB,0.05,MSC-JKT-2,TAP3_ID_20250111_50212,700,7.837131200040652,166452.8295576634,9987.169773459804,176439.99933112322
84ec3010-b36d-4b6c-aeb7-2c19576482a0,51011204672,525-01,Singtel,2025-01-15 09:58:00,Data,397.5262673105423,MB,0.05,MSC-JKT-4,TAP3_ID_20250115_52501,700,19.87631336552712,422153.0195704305,29550.711369930137,451703.73094036063
e7940fc0-c11e-4fa1-b160-47880c8a6f34,51011287461,204-04,Vodafone,2025-01-08 02:41:00,SMS,1.0,MSG,0.05,MSC-JKT-3,TAP3_ID_20250108_20404,700,0.05,1061.95,223.0095,1284.9595
365222b6-1be7-4a4b-a113-701b3925b589,51011798012,525-01,Singtel,2025-01-14 03:47:00,Data,335.08100770200974,MB,0.05,MSC-JKT-3,TAP3_ID_20250114_52501,700,16.754050385100488,355839.27612914925,24908.74932904045,380748.0254581897
952be6da-6796-4af6-9fac-670e22476b43,51011868741,310-410,AT&T,2025-01-28 03:15:00,Voice,104.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250128_310410,700,15.6,331328.39999999997,33132.84,364461.24
86161137-848e-4c20-93c1-ca026e403af9,51011739120,310-410,AT&T,2025-01-24 08:01:00,Data,166.75058227446974,MB,0.05,MSC-JKT-4,TAP3_ID_20250124_310410,700,8.337529113723487,177080.78084637315,17708.078084637316,194788.85893101047
dd344c8b-440b-44f9-a4e6-c978e62e0fcc,51011838096,525-01,Singtel,2025-01-30 12:27:00,Data,192.86819508153744,MB,0.05,MSC-JKT-1,TAP3_ID_20250130_52501,700,9.643409754076872,204816.37976683868,14337.146583678708,219153.52635051738
52872db2-ce80-4a02-b014-62d371d8d9c2,51011202239,502-12,Maxis,2025-01-08 19:44:00,Data,423.4997302181096,MB,0.05,MSC-JKT-4,TAP3_ID_20250108_50212,700,21.17498651090548,449735.5385051215,26984.132310307286,476719.6708154288
dd895c46-f10f-4a54-9b64-44c66823f8a2,51011963945,310-410,AT&T,2025-01-18 06:01:00,Data,68.02948644878433,MB,0.05,MSC-JKT-3,TAP3_ID_20250118_310410,700,3.4014743224392165,72243.91313428651,7224.391313428652,79468.30444771517
54bd7e10-38f2-4604-9c7f-a2e7c4e6ea85,51011207904,525-01,Singtel,2025-01-14 07:45:00,Voice,540.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250114_52501,700,81.0,1720359.0,120425.13,1840784.13
bafebfb5-8c43-4bf2-a2dc-29de3dffc13b,51011853772,204-04,Vodafone,2025-01-15 08:38:00,Data,285.991571477231,MB,0.05,MSC-JKT-1,TAP3_ID_20250115_20404,700,14.29957857386155,303708.7493302455,63778.83735935155,367487.58668959705
bbbcb20a-fb48-4b26-af8f-486c48825076,51011968800,525-01,Singtel,2025-01-06 18:52:00,Voice,133.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250106_52501,700,19.95,423718.05,29660.2635,453378.3135
23daee4f-b699-4925-a211-8e08c5b66d45,51011787312,204-04,Vodafone,2025-01-23 22:43:00,SMS,1.0,MSG,0.05,MSC-JKT-1,TAP3_ID_20250123_20404,700,0.05,1061.95,223.0095,1284.9595
0cf00094-bfdc-4fb4-a763-2419aacefdf1,51011662602,310-410,AT&T,2025-01-16 15:58:00,Data,316.6711317770107,MB,0.05,MSC-JKT-2,TAP3_ID_20250116_310410,700,15.833556588850536,336288.9083905965,33628.890839059655,369917.7992296562
3481f8b1-3989-4aa6-ac54-59c86fce59b6,51011882670,310-410,AT&T,2025-01-18 15:47:00,Data,366.4491839002919,MB,0.05,MSC-JKT-4,TAP3_ID_20250118_310410,700,18.3224591950146,389150.71084291505,38915.07108429151,428065.78192720655
59926180-67e5-4203-9684-0ddc1f2c4e65,51011571328,502-12,Maxis,2025-01-05 11:10:00,Data,127.06203979855516,MB,0.05,MSC-JKT-4,TAP3_ID_20250105_50212,700,6.353101989927758,134933.53316407566,8096.011989844539,143029.5451539202
b32ec53f-6803-4baf-a795-dd4231ff915c,51011860581,204-04,Vodafone,2025-01-17 07:10:00,Voice,9.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250117_20404,700,1.35,28672.65,6021.2565,34693.906500000005
48cb9812-b637-4e9d-b384-44d73d89679e,51011565713,310-410,AT&T,2025-01-22 01:38:00,Data,386.9906707989538,MB,0.05,MSC-JKT-4,TAP3_ID_20250122_310410,700,19.34953353994769,410964.74285494897,41096.4742854949,452061.21714044386
a5f0abcd-501b-43c3-bc98-943465b8d205,51011911464,454-00,CSL,2025-01-23 06:41:00,Data,223.80537388043308,MB,0.05,MSC-JKT-1,TAP3_ID_20250123_45400,700,11.190268694021654,237670.11679232592,0.0,237670.11679232592
bf39e79d-2675-4858-934e-73ccecfb6c02,51011224501,454-00,CSL,2025-01-14 21:22:00,Data,431.9815101492314,MB,0.05,MSC-JKT-1,TAP3_ID_20250114_45400,700,21.59907550746157,458742.7647029763,0.0,458742.7647029763
76ea4c35-a201-4396-9dc0-13435a1db716,51011354726,310-410,AT&T,2025-01-14 22:47:00,Voice,330.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250114_310410,700,49.5,1051330.5,105133.05,1156463.55
2b2a7a4b-0ee0-4e3f-a3e9-005118320091,51011522870,204-04,Vodafone,2025-01-07 08:27:00,Data,16.156666058300456,MB,0.05,MSC-JKT-1,TAP3_ID_20250107_20404,700,0.8078333029150229,17157.57152061217,3603.0900193285556,20760.661539940727
e105125b-bc29-4097-87a7-29272616fbae,51011351881,525-01,Singtel,2025-01-28 10:02:00,Voice,187.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250128_52501,700,28.05,595753.9500000001,41702.77650000001,637456.7265000001
a77935e3-e050-486b-bfa7-505da945bf16,51011480171,454-00,CSL,2025-01-03 04:41:00,Data,250.07912376962423,MB,0.05,MSC-JKT-1,TAP3_ID_20250103_45400,700,12.503956188481212,265571.52548715245,0.0,265571.52548715245
10ffbb3d-3ccc-48c3-926c-a80216328a90,51011105914,310-410,AT&T,2025-01-03 03:26:00,Data,36.000110423581454,MB,0.05,MSC-JKT-1,TAP3_ID_20250103_310410,700,1.8000055211790729,38230.31726432233,3823.031726432233,42053.34899075456
75642690-84d5-4d22-99e2-ffcf05237752,51011625122,525-01,Singtel,2025-01-26 19:18:00,Data,325.3971197284668,MB,0.05,MSC-JKT-3,TAP3_ID_20250126_52501,700,16.26985598642334,345555.47129564534,24188.882990695176,369744.35428634053
23f8378b-4ea0-4579-8c97-1b97221a6d9d,51011984588,310-410,AT&T,2025-01-12 03:53:00,Data,380.3479049950551,MB,0.05,MSC-JKT-4,TAP3_ID_20250112_310410,700,19.017395249752752,403910.4577094987,40391.04577094987,444301.50348044856
b4f3ecc3-626a-4b06-b46e-7a302df7b88e,51011445712,525-01,Singtel,2025-01-17 02:02:00,Voice,381.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250117_52501,700,57.15,1213808.8499999999,84966.6195,1298775.4695
5c6928a6-1503-4c71-ac77-f4ce252f9ef5,51011160263,310-410,AT&T,2025-01-29 13:18:00,Data,354.97672714738866,MB,0.05,MSC-JKT-1,TAP3_ID_20250129_310410,700,17.748836357369434,376967.5353941694,37696.75353941694,414664.28893358633
4fd7c237-8b0d-4177-85aa-75117d4043a3,51011507460,525-01,Singtel,2025-01-19 03:09:00,Data,365.5648332791008,MB,0.05,MSC-JKT-4,TAP3_ID_20250119_52501,700,18.27824166395504,388211.5747007411,27174.81022905188,415386.38492979296
9f7ede05-d02a-433d-8f8a-5471ea95ef7f,51011845231,525-01,Singtel,2025-01-21 18:53:00,Voice,530.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250121_52501,700,79.5,1688500.5,118195.03500000002,1806695.535
860f5270-eb28-44de-8e29-14650a41790f,51011285576,502-12,Maxis,2025-01-20 07:48:00,Data,126.27955157664589,MB,0.05,MSC-JKT-1,TAP3_ID_20250120_50212,700,6.313977578832295,134102.56979681912,8046.1541878091475,142148.72398462828
7f735888-8410-435e-b31b-34f88a3acd31,51011631022,204-04,Vodafone,2025-01-20 16:02:00,Data,283.2766563292192,MB,0.05,MSC-JKT-1,TAP3_ID_20250120_20404,700,14.16383281646096,300825.6451888143,63173.385489651,363999.0306784653
64902d23-69f6-4941-8794-d0a29f2bd4f5,51011564175,525-01,Singtel,2025-01-17 16:10:00,Voice,29.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250117_52501,700,4.35,92389.65,6467.275500000001,98856.9255
64c3fb11-671a-4822-b8a2-3b8c58df12c7,51011597760,310-410,AT&T,2025-01-06 13:32:00,Data,464.41109954787385,MB,0.05,MSC-JKT-1,TAP3_ID_20250106_310410,700,23.220554977393693,493181.36716486467,49318.13671648647,542499.5038813511
4786047d-00ff-4d03-92b9-2b317c673749,51011747952,454-00,CSL,2025-01-14 14:42:00,Voice,287.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250114_45400,700,43.05,914338.95,0.0,914338.95
a3538a0f-6132-4715-afc0-ef47b4154808,51011554075,525-01,Singtel,2025-01-19 15:13:00,Data,325.11309474717314,MB,0.05,MSC-JKT-2,TAP3_ID_20250119_52501,700,16.255654737358658,345253.85096676054,24167.76956767324,369421.62053443375
77b4d02f-d6ed-467b-96fc-ac8571cdd091,51011787693,454-00,CSL,2025-01-12 12:07:00,Data,447.52687252742425,MB,0.05,MSC-JKT-1,TAP3_ID_20250112_45400,700,22.376343626371213,475251.1622804982,0.0,475251.1622804982
64a0906b-62b0-4c2e-9ac6-585da112d878,51011195556,525-01,Singtel,2025-01-30 09:16:00,Voice,570.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250130_52501,700,85.5,1815934.5,127115.41500000001,1943049.915
f9ea0371-b23c-469c-89a2-5b2db6341ef5,51011800526,502-12,Maxis,2025-01-09 05:48:00,Data,461.6488796100021,MB,0.05,MSC-JKT-3,TAP3_ID_20250109_50212,700,23.082443980500106,490248.0277018417,29414.881662110503,519662.90936395223
5ebe3946-3f7b-4bba-afff-f37e24486be5,51011866552,525-01,Singtel,2025-01-01 08:21:00,Voice,382.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250101_52501,700,57.3,1216994.7,85189.629,1302184.329
cc549961-055a-47a5-95ce-0dc1dbe13a98,51011695976,525-01,Singtel,2025-01-02 22:22:00,Voice,400.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250102_52501,700,60.0,1274340.0,89203.8,1363543.8
0ec977ca-9fc2-4604-b932-9dfccb1e48f5,51011666161,204-04,Vodafone,2025-01-15 05:07:00,Data,24.486912478419228,MB,0.05,MSC-JKT-2,TAP3_ID_20250115_20404,700,1.2243456239209616,26003.876706457304,5460.814108356034,31464.690814813337
c54a0052-1a4b-4e69-a78b-a6864b56aafb,51011974072,525-01,Singtel,2025-01-20 15:49:00,Voice,551.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250120_52501,700,82.64999999999999,1755403.3499999999,122878.2345,1878281.5844999999
98572cad-2c38-4d15-8640-948f86713eaa,51011103754,525-01,Singtel,2025-01-15 18:22:00,Data,366.4274922286487,MB,0.05,MSC-JKT-1,TAP3_ID_20250115_52501,700,18.32137461143244,389127.6753722136,27238.937276054952,416366.6126482685
3fb4aef9-9b8b-4807-beda-87f6013a0502,51011377068,525-01,Singtel,2025-01-06 18:35:00,SMS,1.0,MSG,0.05,MSC-JKT-4,TAP3_ID_20250106_52501,700,0.05,1061.95,74.33650000000002,1136.2865000000002
28598c36-043a-44cb-bb71-9e6b0a8fc95e,51011211462,525-01,Singtel,2025-01-29 14:11:00,Data,83.03392208295604,MB,0.05,MSC-JKT-4,TAP3_ID_20250129_52501,700,4.151696104147802,88177.87355599516,6172.451148919662,94350.32470491482
c2e2ca73-3795-43ba-933a-a767d0812ef9,51011754110,525-01,Singtel,2025-01-29 08:56:00,Data,467.4239176074002,MB,0.05,MSC-JKT-3,TAP3_ID_20250129_52501,700,23.37119588037001,496380.82930317865,34746.65805122251,531127.4873544011
af7abe28-1b9d-4157-8568-3f879964aa37,51011303570,525-01,Singtel,2025-01-30 14:45:00,Data,66.1925402578678,MB,0.05,MSC-JKT-2,TAP3_ID_20250130_52501,700,3.3096270128933902,70293.16812684272,4920.521768878991,75213.6898957217
24732f10-0e4d-4665-9959-661139c9def2,51011189846,310-410,AT&T,2025-01-18 15:03:00,Data,215.12835177520344,MB,0.05,MSC-JKT-4,TAP3_ID_20250118_310410,700,10.756417588760172,228455.55316767728,22845.555316767728,251301.10848444502
668c93be-bd3e-4baa-9958-f0ca68a6a2ac,51011486213,454-00,CSL,2025-01-26 18:33:00,Voice,75.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250126_45400,700,11.25,238938.75,0.0,238938.75
32e075c7-3380-472d-9f4e-5c168778531d,51011660315,525-01,Singtel,2025-01-04 02:44:00,Voice,30.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250104_52501,700,4.5,95575.5,6690.285000000001,102265.785
59b28abb-f756-40aa-bb25-5cb8873d9bd3,51011930171,310-410,AT&T,2025-01-27 13:02:00,Voice,407.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250127_310410,700,61.05,1296640.95,129664.095,1426305.045
80e0742f-07bf-43e0-8c97-5355c98602da,51011315558,502-12,Maxis,2025-01-20 19:54:00,Data,329.556800525103,MB,0.05,MSC-JKT-4,TAP3_ID_20250120_50212,700,16.477840026255148,349972.8443176331,20998.370659057982,370971.21497669106
0363b48b-abc1-4fdb-b174-654d0e3a26f9,51011406024,525-01,Singtel,2025-01-10 17:16:00,Data,398.2406367055863,MB,0.05,MSC-JKT-4,TAP3_ID_20250110_52501,700,19.91203183527932,422911.64414949744,29603.815090464825,452515.4592399623
85f2e42e-4cc1-4380-80ac-5e04c7cd5e6b,51011599722,310-410,AT&T,2025-01-11 05:38:00,Data,472.371537943476,MB,0.05,MSC-JKT-2,TAP3_ID_20250111_310410,700,23.618576897173803,501634.9547190744,50163.495471907445,551798.4501909819
7c1573b6-88fe-447d-86c5-5c4643bb2d50,51011346331,525-01,Singtel,2025-01-28 08:51:00,Data,340.2716833159346,MB,0.05,MSC-JKT-3,TAP3_ID_20250128_52501,700,17.01358416579673,361351.5140973567,25294.60598681497,386646.12008417165
