event_id,imsi,partner_mcc_mnc,partner_name,timestamp,service_group,usage_volume,uom,sdr_rate,switch_id,estimated_revenue_idr
beef838f-4be4-4e51-9555-f18fe2754f9c,51011277247,502-12,Maxis,2025-01-12 20:00:00,Voice,513.0,SEC,0.15,MSC-JKT-2,1634341.05
5738342e-ad61-4acc-85f0-69233f3a8468,51011653663,502-12,Maxis,2025-01-08 12:52:00,Data,258.3964590875407,MB,0.05,MSC-JKT-3,274404.1197280138
3e5f0aff-fd76-4e20-939a-1ce463e62b90,51011244356,310-410,AT&T,2025-01-22 22:02:00,Voice,435.0,SEC,0.15,MSC-JKT-2,1385844.75
67c125f3-6172-4190-a8ac-b71069a65983,51011178781,502-12,Maxis,2025-01-29 13:27:00,Voice,94.0,SEC,0.15,MSC-JKT-4,299469.89999999997
b795fcd8-38fa-4fd5-9a72-4f40d615473b,51011584963,310-410,AT&T,2025-01-12 15:25:00,Data,403.4757972276847,MB,0.05,MSC-JKT-1,428471.1228659398
f762d04b-feaf-4148-849e-006888859544,51011533374,310-410,AT&T,2025-01-23 09:53:00,Data,22.747474485045053,MB,0.05,MSC-JKT-2,24156.680529393598
6622875e-9fd8-40de-88f5-6981a698fd52,51011151991,525-01,Singtel,2025-01-19 00:55:00,Data,81.5509200980067,MB,0.05,MSC-JKT-4,86602.99959807821
889a75c7-67c7-4a30-99a4-eecaecfe691a,51011453824,525-01,Singtel,2025-01-17 19:23:00,Data,286.72618413179947,MB,0.05,MSC-JKT-1,304488.87123876443
0db515bf-a2f8-41db-98b9-1acb8231600e,51011604999,310-410,AT&T,2025-01-19 10:36:00,Data,410.2313792012569,MB,0.05,MSC-JKT-2,435645.21314277477
31ea985d-9aa5-429a-84ec-9cc9b55c76e0,51011979090,454-00,CSL,2025-01-12 12:11:00,Voice,253.0,SEC,0.15,MSC-JKT-2,806020.0499999999
f75d99d9-1b46-477f-9ba2-66f4d5b128d7,51011437497,454-00,CSL,2025-01-23 16:25:00,Data,422.4531679536303,MB,0.05,MSC-JKT-2,448624.1417083578
361feb04-0154-4935-8641-309fade1f614,51011924945,525-01,Singtel,2025-01-19 08:06:00,Voice,501.0,SEC,0.15,MSC-JKT-1,1596110.8499999999
9b0c9199-3833-49fc-9f19-751117e0f0ec,51011930857,454-00,CSL,2025-01-29 03:24:00,Data,141.0890828283961,MB,0.05,MSC-JKT-1,149829.55150961524
f9009d23-3055-4ada-ad2e-e3902bab8392,51011170640,502-12,Maxis,2025-01-24 02:48:00,Data,63.93209573829055,MB,0.05,MSC-JKT-3,67892.68906927765
4cf52f5d-1831-4672-95e0-45e72a32294f,51011514568,310-410,AT&T,2025-01-12 16:54:00,Data,377.2959827549327,MB,0.05,MSC-JKT-2,400669.4688866008
ab44039c-82ce-4173-ad0b-ce82c393d150,51011664242,502-12,Maxis,2025-01-17 19:47:00,Data,148.88782373720449,MB,0.05,MSC-JKT-1,158111.4244177243
2bf421ea-9d5c-4002-8546-0efaa66269e8,51011159163,204-04,Vodafone,2025-01-12 08:18:00,Voice,455.0,SEC,0.15,MSC-JKT-2,1449561.75
72704406-87c6-4403-be32-ed301c765923,51011320184,204-04,Vodafone,2025-01-19 14:15:00,Data,146.67606477186246,MB,0.05,MSC-JKT-4,155762.64698447936
a2c2dfcc-39a4-4f75-bb71-a5e1e54b7c04,51011708364,454-00,CSL,2025-01-21 03:52:00,Data,394.8301095829975,MB,0.05,MSC-JKT-1,419289.8348716643
b145fdee-e4d1-4587-b37e-44824ce8d7d6,51011138102,525-01,Singtel,2025-01-26 06:13:00,Data,220.82109763655117,MB,0.05,MSC-JKT-1,234500.96463513552
6da6c2e4-249b-404d-8fc4-bc058963487f,51011313945,454-00,CSL,2025-01-11 17:46:00,Voice,74.0,SEC,0.15,MSC-JKT-4,235752.9
82285fb9-8007-4d17-ab65-25c42c12bdf1,51011818216,502-12,Maxis,2025-01-29 05:06:00,Data,111.36595114375817,MB,0.05,MSC-JKT-2,118265.07181711399
a4be5e71-270c-49f5-9c04-a12d494cf54d,51011128295,454-00,CSL,2025-01-26 01:04:00,Data,116.69071340502144,MB,0.05,MSC-JKT-4,123919.70310046252
7207f951-e2a3-4b57-a809-1c2a53eaf0d0,51011792440,310-410,AT&T,2025-01-01 21:51:00,Voice,327.0,SEC,0.15,MSC-JKT-1,1041772.95
332aba11-3bff-44f7-a296-e1367d166081,51011126790,204-04,Vodafone,2025-01-04 05:30:00,Data,189.055996302115,MB,0.05,MSC-JKT-3,200768.01527303105
df7c9054-1d0b-418a-b341-3ebf1363e000,51011842129,525-01,Singtel,2025-01-26 18:38:00,Data,126.91571871918204,MB,0.05,MSC-JKT-4,134778.14749383536
0bbb3316-1b00-4373-bd29-0ab5705ae887,51011966651,525-01,Singtel,2025-01-20 07:40:00,Data,340.55160960574483,MB,0.05,MSC-JKT-2,361648.7818208207
01105492-e90c-4a89-9bda-d7863b71a7ec,51011476965,502-12,Maxis,2025-01-28 16:24:00,Data,111.87555967587436,MB,0.05,MSC-JKT-2,118806.25059779477
580b9960-252f-4017-8fb1-ca635754f948,51011292714,204-04,Vodafone,2025-01-13 12:46:00,Data,263.89778443224134,MB,0.05,MSC-JKT-4,280246.2521778187
b896bb8a-b9be-41fe-93dd-06e09b1b2e5f,51011738353,310-410,AT&T,2025-01-04 02:18:00,SMS,1.0,MSG,0.05,MSC-JKT-3,1061.95
0ce9bacf-b266-447d-8da3-86c832d10eab,51011468501,502-12,Maxis,2025-01-17 13:14:00,Data,313.8162842340233,MB,0.05,MSC-JKT-3,333257.2030423211
78c091b8-d720-4b80-a8cd-f8b73ddd7942,51011645735,502-12,Maxis,2025-01-11 11:09:00,SMS,1.0,MSG,0.05,MSC-JKT-2,1061.95
f02c6fd2-bab2-444c-a82f-deb6bc4a2975,51011464167,204-04,Vodafone,2025-01-24 20:07:00,Voice,90.0,SEC,0.15,MSC-JKT-2,286726.5
d36885a8-3d8f-42a2-a28d-32818f893891,51011483934,204-04,Vodafone,2025-01-18 04:40:00,Voice,502.0,SEC,0.15,MSC-JKT-1,1599296.7
d9743eb3-7f0d-42ad-93cd-8532ae0f47db,51011651820,502-12,Maxis,2025-01-01 20:19:00,Data,135.55172549331343,MB,0.05,MSC-JKT-2,143949.1548876242
835ccae0-2546-4855-a8c4-fdad5c37f95d,51011229473,454-00,CSL,2025-01-29 05:17:00,Data,290.6231943282951,MB,0.05,MSC-JKT-2,308627.301216933
1b53bd2d-2921-436b-a9f8-26dc4123c5d1,51011127712,525-01,Singtel,2025-01-27 12:04:00,Voice,374.0,SEC,0.15,MSC-JKT-2,1191507.9000000001
3c89ca82-88d2-46db-998b-94e679c016b1,51011434618,502-12,Maxis,2025-01-11 20:25:00,Data,484.96020746752015,MB,0.05,MSC-JKT-1,515003.492320133
bd57215f-160a-45cd-8f4b-b7b41a8f944d,51011803286,310-410,AT&T,2025-01-01 01:40:00,Data,136.77619525816004,MB,0.05,MSC-JKT-2,145249.48055440307
52bb8761-0368-42de-9a98-f8fe9431828e,51011910006,204-04,Vodafone,2025-01-17 04:30:00,Data,456.5915595535957,MB,0.05,MSC-JKT-1,484877.40666794096
bc6c24a8-210a-4744-930d-6b1ba0a2fe1a,51011138765,310-410,AT&T,2025-01-05 09:09:00,Data,120.61830768158296,MB,0.05,MSC-JKT-1,128090.61184245703
952c88bc-f682-4134-872b-0a34bb826311,51011994751,454-00,CSL,2025-01-13 12:03:00,Voice,488.0,SEC,0.15,MSC-JKT-2,1554694.8
dce4f929-f3f3-4ff1-a588-bfc98d648eef,51011412066,204-04,Vodafone,2025-01-08 06:25:00,Data,238.15772732482816,MB,0.05,MSC-JKT-3,252911.59853260126
817d1ae0-2ff9-4f93-b7e6-25c75215ba75,51011225917,525-01,Singtel,2025-01-12 00:53:00,SMS,1.0,MSG,0.05,MSC-JKT-2,1061.95
c9b80cf8-67ff-4fc3-a579-b831e7a9793d,51011101252,454-00,CSL,2025-01-25 16:47:00,Data,210.325835754671,MB,0.05,MSC-JKT-1,223355.52127967286
8fa6b0b6-da0f-4b24-adbf-d09edfc55f42,51011417537,525-01,Singtel,2025-01-11 18:38:00,Voice,306.0,SEC,0.15,MSC-JKT-2,974870.1
c1da779c-7c46-4ac9-a245-bf95af1a3514,51011404462,454-00,CSL,2025-01-19 01:51:00,Data,225.51013266331057,MB,0.05,MSC-JKT-4,239480.48538180266
02f5aa2d-7d61-4984-b3e8-6c8e42cc85f4,51011316464,525-01,Singtel,2025-01-19 16:04:00,Data,229.7274692922916,MB,0.05,MSC-JKT-2,243959.08601494908
283ac461-a42a-49e8-a26e-136c862d613a,51011105569,502-12,Maxis,2025-01-28 19:23:00,Voice,53.0,SEC,0.15,MSC-JKT-1,168850.05
c126423a-94d8-42f0-9d2f-6f7780373edd,51011311791,454-00,CSL,2025-01-11 15:10:00,Voice,183.0,SEC,0.15,MSC-JKT-3,583010.5499999999
eb9f1c67-6587-47ad-b766-a44fc4355927,51011357218,454-00,CSL,2025-01-22 15:07:00,Voice,281.0,SEC,0.15,MSC-JKT-4,895223.85
daf15eab-2f61-45a9-9038-55abfd411145,51011580721,454-00,CSL,2025-01-27 17:57:00,Voice,5.0,SEC,0.15,MSC-JKT-4,15929.25
9623879a-2b58-4442-9e3c-20865af61067,51011247979,525-01,Singtel,2025-01-29 21:20:00,Data,267.25830951588824,MB,0.05,MSC-JKT-2,283814.96179039753
d4a4ee4f-4acb-4830-8209-4a8821e6b63d,51011503704,525-01,Singtel,2025-01-17 13:25:00,Data,19.75213870656536,MB,0.05,MSC-JKT-3,20975.78369943709
efded76b-86d0-4565-8d5a-7d53b9f62f18,51011283868,502-12,Maxis,2025-01-22 14:55:00,Data,460.4441130258534,MB,0.05,MSC-JKT-1,488968.6258278051
f99ab489-9bb9-403c-8853-06abab92f3d3,51011618862,525-01,Singtel,2025-01-04 00:07:00,Data,92.342057576253,MB,0.05,MSC-JKT-3,98062.64804310187
5b4d832c-c62f-4f8b-860c-81aa5ee863ef,51011366765,525-01,Singtel,2025-01-28 22:13:00,Data,373.7607219730649,MB,0.05,MSC-JKT-3,396915.1986992963
7ae1811a-120f-4155-aad3-bc78d9dd378b,51011953499,454-00,CSL,2025-01-07 02:46:00,Data,374.83315438109287,MB,0.05,MSC-JKT-1,398054.0682950016
f5970ede-4ce4-4d44-b40e-bc03b5c3196e,51011531734,525-01,Singtel,2025-01-26 05:34:00,Data,52.5240963495872,MB,0.05,MSC-JKT-1,55777.96411844413
d8faef2d-6760-4821-a73f-b93cfbfce228,51011870173,204-04,Vodafone,2025-01-10 06:56:00,Data,44.69324392315689,MB,0.05,MSC-JKT-4,47461.99038419646
cea47cf9-cf96-4b91-b7d8-bee0be84b630,51011706440,502-12,Maxis,2025-01-17 12:19:00,Data,177.61664120932443,MB,0.05,MSC-JKT-1,188619.9921322421
e5d71d5a-102b-4a74-9702-a07fcc5f3627,51011570951,525-01,Singtel,2025-01-15 03:46:00,Data,278.91535874862365,MB,0.05,MSC-JKT-1,296194.1652231009
c2c4676b-594c-4075-8899-b13caeda10ac,51011672735,204-04,Vodafone,2025-01-19 09:40:00,Data,449.83373383279167,MB,0.05,MSC-JKT-2,477700.93364373315
5b557dca-2cad-4be1-9e3e-e974a4c24708,51011216421,454-00,CSL,2025-01-24 12:05:00,Data,118.68967318882363,MB,0.05,MSC-JKT-2,126042.49844287126
34d01581-48a7-48ff-95d0-368ae7cefe0f,51011768406,204-04,Vodafone,2025-01-30 10:29:00,Voice,137.0,SEC,0.15,MSC-JKT-3,436461.45
5ab937c6-65ce-4b5d-822e-de4d9e6d99c4,51011640677,454-00,CSL,2025-01-08 04:35:00,SMS,1.0,MSG,0.05,MSC-JKT-2,1061.95
6952e861-8e40-4a61-a57b-bc963ffcfb70,51011487952,204-04,Vodafone,2025-01-28 10:03:00,Voice,118.0,SEC,0.15,MSC-JKT-2,375930.3
8dca0c36-0b5f-48b0-a0dc-245cf8e5bad3,51011974668,454-00,CSL,2025-01-30 01:14:00,Data,238.36208011479332,MB,0.05,MSC-JKT-4,253128.61097790475
1573734e-b779-4bf8-8efc-fef456aa360d,51011335659,310-410,AT&T,2025-01-06 21:03:00,Data,253.85442830435903,MB,0.05,MSC-JKT-3,269580.7101378141
b2500ab3-b62c-4117-b40c-80941d79aa03,51011886275,502-12,Maxis,2025-01-26 13:37:00,Data,77.26592136557373,MB,0.05,MSC-JKT-1,82052.54519417103
aaa955bd-4440-4b4b-b4a9-067f6a3ca2b7,51011712246,454-00,CSL,2025-01-03 00:05:00,Data,67.29389700179321,MB,0.05,MSC-JKT-2,71462.7539210543
a7d88e58-a88f-40b8-827a-e6ff9142fd97,51011556292,204-04,Vodafone,2025-01-02 12:39:00,Data,127.39486331640552,MB,0.05,MSC-JKT-1,135286.97509885684
11269cff-cd24-44e7-a35d-6ee44a510574,51011142078,502-12,Maxis,2025-01-09 10:14:00,Data,205.97927298221956,MB,0.05,MSC-JKT-1,218739.6889434681
eac19532-ee13-4ba0-ab40-5492c6b7ac41,51011988266,310-410,AT&T,2025-01-30 11:49:00,Voice,376.0,SEC,0.15,MSC-JKT-1,1197879.5999999999
a884bb75-56a4-4599-9eb5-4827014dbe86,51011791519,525-01,Singtel,2025-01-12 02:34:00,SMS,1.0,MSG,0.05,MSC-JKT-2,1061.95
0d329a6a-3928-41dc-8236-a2476c6fa766,51011451005,204-04,Vodafone,2025-01-29 07:10:00,Data,100.89349729186748,MB,0.05,MSC-JKT-3,107143.84944909868
0816d746-ef65-461e-a34e-0856b3db5964,51011907043,310-410,AT&T,2025-01-05 04:18:00,Data,261.5804058420828,MB,0.05,MSC-JKT-1,277785.31198399985
d5afda56-1fae-445c-af00-9b11e4b9088e,51011139711,310-410,AT&T,2025-01-10 17:39:00,Data,356.9198491821775,MB,0.05,MSC-JKT-3,379031.03383901337
8327375b-2c06-4208-9203-d0f53783e950,51011692016,310-410,AT&T,2025-01-06 00:22:00,Data,288.78538682597224,MB,0.05,MSC-JKT-1,306675.6415398412
7ef36647-6f77-4634-9063-19b4676bf823,51011953938,525-01,Singtel,2025-01-14 20:39:00,Voice,39.0,SEC,0.15,MSC-JKT-2,124248.15
a6eae2e5-f0ce-41fd-bb20-7e77cf3e80e9,51011957756,454-00,CSL,2025-01-07 18:07:00,Data,83.44870692069223,MB,0.05,MSC-JKT-1,88618.35431442912
8736fbd7-8237-45fb-95f5-b0eed1fd41db,51011953088,204-04,Vodafone,2025-01-30 06:26:00,Data,75.92227237840231,MB,0.05,MSC-JKT-1,80625.65715224434
8a5663af-2a54-44af-87e2-1412617c5c90,51011945633,310-410,AT&T,2025-01-27 22:32:00,Voice,598.0,SEC,0.15,MSC-JKT-2,1905138.3
9d2c94b1-c7ea-40bb-9e68-3f1f2fdf091a,51011784846,310-410,AT&T,2025-01-27 09:32:00,Voice,159.0,SEC,0.15,MSC-JKT-4,506550.14999999997
a932b268-aeac-4629-8387-f87789d65249,51011226108,310-410,AT&T,2025-01-24 19:55:00,Data,269.97633249270706,MB,0.05,MSC-JKT-3,286701.36629063025
e2305d9d-417b-4066-8ef4-895956679d5e,51011592313,204-04,Vodafone,2025-01-12 12:01:00,Voice,292.0,SEC,0.15,MSC-JKT-3,930268.2
0c9810e4-84b6-416a-b981-4775118565c8,51011700613,454-00,CSL,2025-01-05 19:10:00,SMS,1.0,MSG,0.05,MSC-JKT-2,1061.95
7292cd97-80c4-4655-b443-b93ffecd25f6,51011959751,525-01,Singtel,2025-01-14 10:11:00,SMS,1.0,MSG,0.05,MSC-JKT-2,1061.95
d95831f4-a8e2-4e77-bb7b-2fc92c53ade9,51011795275,525-01,Singtel,2025-01-25 00:46:00,Data,296.5221563388849,MB,0.05,MSC-JKT-4,314891.7039240788
36284e74-af99-4bd5-bd03-222263f38afa,51011820670,204-04,Vodafone,2025-01-05 04:07:00,Data,385.646209593017,MB,0.05,MSC-JKT-2,409536.9922773044
38179955-ef25-44d8-88ec-4cd9468e0aa1,51011234869,502-12,Maxis,2025-01-22 18:28:00,Voice,297.0,SEC,0.15,MSC-JKT-3,946197.45
cabfeac6-20d8-4fca-b582-a92449bfe0af,51011748373,502-12,Maxis,2025-01-14 04:20:00,Voice,420.0,SEC,0.15,MSC-JKT-3,1338057.0
dfd8510a-9f55-47ef-941f-7a2cfbc6dc9c,51011418408,502-12,Maxis,2025-01-01 21:54:00,Voice,431.0,SEC,0.15,MSC-JKT-1,1373101.3499999999
444fe0b5-e618-4017-afe1-1708249412ec,51011950163,502-12,Maxis,2025-01-10 19:56:00,Voice,575.0,SEC,0.15,MSC-JKT-1,1831863.75
01dba67f-d1c8-4a73-93a5-885c1f57b618,51011398512,525-01,Singtel,2025-01-11 05:01:00,Data,240.47040534672783,MB,0.05,MSC-JKT-4,255367.54695795765
68b911f9-9912-4121-9420-ee0e8808a824,51011429670,454-00,CSL,2025-01-27 11:58:00,Voice,25.0,SEC,0.15,MSC-JKT-4,79646.25
5d97cbe4-04fe-4324-95ce-67b0c54a944a,51011643385,310-410,AT&T,2025-01-24 00:48:00,Data,138.8658275974461,MB,0.05,MSC-JKT-4,147468.5656171079
aed78df0-68ef-434a-a34f-c4116364f9e2,51011119816,525-01,Singtel,2025-01-21 16:06:00,SMS,1.0,MSG,0.05,MSC-JKT-1,1061.95
c3042d45-9614-4c41-b827-6e713b75457e,51011251878,204-04,Vodafone,2025-01-22 21:27:00,Data,92.31298942228617,MB,0.05,MSC-JKT-1,98031.77911699681
4747367a-39b8-4712-bee8-ae1219309b4c,51011364223,310-410,AT&T,2025-01-30 22:50:00,Voice,318.0,SEC,0.15,MSC-JKT-2,1013100.2999999999
aad428d2-e2b7-4bc7-9afc-58a551fde74f,51011249521,310-410,AT&T,2025-01-17 12:28:00,Data,282.464082517982,MB,0.05,MSC-JKT-1,299962.732429971
