event_id,imsi,partner_mcc_mnc,partner_name,timestamp,service_group,usage_volume,uom,sdr_rate,switch_id,estimated_revenue_idr,tap_file_id,billed_revenue_idr,total_invoice_idr,status,leakage_amount_idr
6c592b77-cb68-4418-b360-df425021ca92,51011727234,204-04,Vodafone,2025-01-15 00:04:00,Voice,516.0,SEC,0.15,MSC-JKT-4,1643898.6,,,,LEAKAGE (Unbilled),1643898.6
fb92a616-cb5e-4628-9b19-26b5eb54e834,51011929957,502-12,Maxis,2025-01-17 11:27:00,Data,139.8522148641996,MB,0.05,MSC-JKT-3,148516.05957503675,TAP3_ID_20250117_50212,148516.05957503675,157427.02314953896,BILLED,0.0
5fd552a4-9936-42e7-ac06-f0370f2b0012,51011215294,204-04,Vodafone,2025-01-09 04:23:00,Data,276.42720692106144,MB,0.05,MSC-JKT-3,293551.8723898212,TAP3_ID_20250109_20404,293551.8723898212,355197.7655916837,BILLED,0.0
5355bd60-eb41-4297-b95e-ceb0ba03f7fa,51011218015,204-04,Vodafone,2025-01-01 19:20:00,Voice,161.0,SEC,0.15,MSC-JKT-3,512921.85,TAP3_ID_20250101_20404,512921.85,620635.4384999999,BILLED,0.0
79b36684-121e-4598-80cb-ad52727da3d3,51011545101,525-01,Singtel,2025-01-25 09:30:00,Data,465.01541572193486,MB,0.05,MSC-JKT-4,493823.1207259087,TAP3_ID_20250125_52501,493823.1207259087,528390.7391767224,BILLED,0.0
f4f2a38c-0883-4e99-9a9f-a74a469f6245,51011635017,525-01,Singtel,2025-01-15 21:22:00,Voice,155.0,SEC,0.15,MSC-JKT-2,493806.75,TAP3_ID_20250115_52501,493806.75,528373.2225,BILLED,0.0
3a89c271-172e-4d3a-a6c4-373b69dbc82d,51011598863,525-01,Singtel,2025-01-17 07:32:00,Voice,246.0,SEC,0.15,MSC-JKT-3,783719.1,TAP3_ID_20250117_52501,783719.1,838579.437,BILLED,0.0
17a060c3-2751-4f90-aba5-d9f44d96e602,51011764076,310-410,AT&T,2025-01-10 22:25:00,Data,433.5494520581938,MB,0.05,MSC-JKT-4,460407.8406131989,TAP3_ID_20250110_310410,460407.8406131989,506448.6246745188,BILLED,0.0
968d30f2-f546-4c18-9da4-21ac532c9443,51011337549,525-01,Singtel,2025-01-07 03:44:00,Voice,512.0,SEC,0.15,MSC-JKT-4,1631155.2,TAP3_ID_20250107_52501,1631155.2,1745336.064,BILLED,0.0
f0e11aa2-8971-404b-a6dd-befc396e2600,51011766326,204-04,Vodafone,2025-01-19 22:14:00,Data,47.08157172645041,MB,0.05,MSC-JKT-3,49998.27509490401,TAP3_ID_20250119_20404,49998.27509490401,60497.91286483385,BILLED,0.0
e6a0a739-c9a3-436a-b847-de9a52021787,51011170313,454-00,CSL,2025-01-25 21:57:00,Data,125.20065512188044,MB,0.05,MSC-JKT-2,132956.83570668095,TAP3_ID_20250125_45400,132956.83570668093,132956.83570668093,BILLED,0.0
290fe322-6625-43df-9621-d499f8e57589,51011804107,454-00,CSL,2025-01-28 04:32:00,Data,135.84430361828896,MB,0.05,MSC-JKT-1,144259.85822744196,TAP3_ID_20250128_45400,144259.85822744196,144259.85822744196,BILLED,0.0
e88a4537-6b99-42fb-bfa8-eb503b86a9f2,51011827975,204-04,Vodafone,2025-01-06 12:31:00,Data,270.36349729289225,MB,0.05,MSC-JKT-4,287112.51595018693,TAP3_ID_20250106_20404,287112.51595018693,347406.1442997262,BILLED,0.0
15c258a6-1727-4b79-9472-26f7a0a39a1f,51011444894,310-410,AT&T,2025-01-18 09:29:00,Voice,120.0,SEC,0.15,MSC-JKT-3,382302.0,TAP3_ID_20250118_310410,382302.0,420532.2,BILLED,0.0
057620b7-0401-4610-b074-0e3201e3dc2d,51011368093,204-04,Vodafone,2025-01-26 22:25:00,Voice,117.0,SEC,0.15,MSC-JKT-3,372744.45,TAP3_ID_20250126_20404,372744.45,451020.7845,BILLED,0.0
beef838f-4be4-4e51-9555-f18fe2754f9c,51011277247,502-12,Maxis,2025-01-12 20:00:00,Voice,513.0,SEC,0.15,MSC-JKT-2,1634341.05,TAP3_ID_20250112_50212,1634341.05,1732401.513,BILLED,0.0
5738342e-ad61-4acc-85f0-69233f3a8468,51011653663,502-12,Maxis,2025-01-08 12:52:00,Data,258.3964590875407,MB,0.05,MSC-JKT-3,274404.1197280138,TAP3_ID_20250108_50212,274404.1197280138,290868.36691169464,BILLED,0.0
3e5f0aff-fd76-4e20-939a-1ce463e62b90,51011244356,310-410,AT&T,2025-01-22 22:02:00,Voice,435.0,SEC,0.15,MSC-JKT-2,1385844.75,TAP3_ID_20250122_310410,1385844.75,1524429.225,BILLED,0.0
67c125f3-6172-4190-a8ac-b71069a65983,51011178781,502-12,Maxis,2025-01-29 13:27:00,Voice,94.0,SEC,0.15,MSC-JKT-4,299469.9,TAP3_ID_20250129_50212,299469.9,317438.094,BILLED,0.0
b795fcd8-38fa-4fd5-9a72-4f40d615473b,51011584963,310-410,AT&T,2025-01-12 15:25:00,Data,403.4757972276847,MB,0.05,MSC-JKT-1,428471.1228659398,TAP3_ID_20250112_310410,428471.1228659399,471318.23515253386,BILLED,0.0
f762d04b-feaf-4148-849e-006888859544,51011533374,310-410,AT&T,2025-01-23 09:53:00,Data,22.747474485045053,MB,0.05,MSC-JKT-2,24156.6805293936,TAP3_ID_20250123_310410,24156.6805293936,26572.34858233296,BILLED,0.0
6622875e-9fd8-40de-88f5-6981a698fd52,51011151991,525-01,Singtel,2025-01-19 00:55:00,Data,81.5509200980067,MB,0.05,MSC-JKT-4,86602.99959807821,TAP3_ID_20250119_52501,86602.99959807821,92665.20956994368,BILLED,0.0
889a75c7-67c7-4a30-99a4-eecaecfe691a,51011453824,525-01,Singtel,2025-01-17 19:23:00,Data,286.72618413179947,MB,0.05,MSC-JKT-1,304488.87123876443,TAP3_ID_20250117_52501,304488.87123876443,325803.092225478,BILLED,0.0
0db515bf-a2f8-41db-98b9-1acb8231600e,51011604999,310-410,AT&T,2025-01-19 10:36:00,Data,410.2313792012569,MB,0.05,MSC-JKT-2,435645.2131427748,TAP3_ID_20250119_310410,435645.2131427749,479209.7344570524,BILLED,0.0
31ea985d-9aa5-429a-84ec-9cc9b55c76e0,51011979090,454-00,CSL,2025-01-12 12:11:00,Voice,253.0,SEC,0.15,MSC-JKT-2,806020.0499999999,TAP3_ID_20250112_45400,806020.05,806020.05,BILLED,0.0
f75d99d9-1b46-477f-9ba2-66f4d5b128d7,51011437497,454-00,CSL,2025-01-23 16:25:00,Data,422.4531679536303,MB,0.05,MSC-JKT-2,448624.1417083578,TAP3_ID_20250123_45400,448624.1417083578,448624.1417083578,BILLED,0.0
361feb04-0154-4935-8641-309fade1f614,51011924945,525-01,Singtel,2025-01-19 08:06:00,Voice,501.0,SEC,0.15,MSC-JKT-1,1596110.85,TAP3_ID_20250119_52501,1596110.85,1707838.6094999998,BILLED,0.0
9b0c9199-3833-49fc-9f19-751117e0f0ec,51011930857,454-00,CSL,2025-01-29 03:24:00,Data,141.0890828283961,MB,0.05,MSC-JKT-1,149829.55150961524,TAP3_ID_20250129_45400,149829.55150961524,149829.55150961524,BILLED,0.0
f9009d23-3055-4ada-ad2e-e3902bab8392,51011170640,502-12,Maxis,2025-01-24 02:48:00,Data,63.93209573829055,MB,0.05,MSC-JKT-3,67892.68906927765,TAP3_ID_20250124_50212,67892.68906927765,71966.2504134343,BILLED,0.0
4cf52f5d-1831-4672-95e0-45e72a32294f,51011514568,310-410,AT&T,2025-01-12 16:54:00,Data,377.2959827549327,MB,0.05,MSC-JKT-2,400669.4688866008,,,,LEAKAGE (Unbilled),400669.4688866008
ab44039c-82ce-4173-ad0b-ce82c393d150,51011664242,502-12,Maxis,2025-01-17 19:47:00,Data,148.88782373720449,MB,0.05,MSC-JKT-1,158111.4244177243,TAP3_ID_20250117_50212,158111.4244177243,167598.10988278777,BILLED,0.0
2bf421ea-9d5c-4002-8546-0efaa66269e8,51011159163,204-04,Vodafone,2025-01-12 08:18:00,Voice,455.0,SEC,0.15,MSC-JKT-2,1449561.75,TAP3_ID_20250112_20404,1449561.75,1753969.7175,BILLED,0.0
72704406-87c6-4403-be32-ed301c765923,51011320184,204-04,Vodafone,2025-01-19 14:15:00,Data,146.67606477186246,MB,0.05,MSC-JKT-4,155762.64698447936,TAP3_ID_20250119_20404,155762.64698447936,188472.80285122,BILLED,0.0
a2c2dfcc-39a4-4f75-bb71-a5e1e54b7c04,51011708364,454-00,CSL,2025-01-21 03:52:00,Data,394.8301095829975,MB,0.05,MSC-JKT-1,419289.8348716643,TAP3_ID_20250121_45400,419289.8348716643,419289.8348716643,BILLED,0.0
b145fdee-e4d1-4587-b37e-44824ce8d7d6,51011138102,525-01,Singtel,2025-01-26 06:13:00,Data,220.8210976365512,MB,0.05,MSC-JKT-1,234500.96463513552,TAP3_ID_20250126_52501,234500.9646351355,250916.03215959496,BILLED,0.0
6da6c2e4-249b-404d-8fc4-bc058963487f,51011313945,454-00,CSL,2025-01-11 17:46:00,Voice,74.0,SEC,0.15,MSC-JKT-4,235752.9,TAP3_ID_20250111_45400,235752.9,235752.9,BILLED,0.0
82285fb9-8007-4d17-ab65-25c42c12bdf1,51011818216,502-12,Maxis,2025-01-29 05:06:00,Data,111.36595114375817,MB,0.05,MSC-JKT-2,118265.071817114,TAP3_ID_20250129_50212,118265.07181711396,125360.9761261408,BILLED,0.0
a4be5e71-270c-49f5-9c04-a12d494cf54d,51011128295,454-00,CSL,2025-01-26 01:04:00,Data,116.69071340502144,MB,0.05,MSC-JKT-4,123919.70310046252,TAP3_ID_20250126_45400,123919.70310046252,123919.70310046252,BILLED,0.0
7207f951-e2a3-4b57-a809-1c2a53eaf0d0,51011792440,310-410,AT&T,2025-01-01 21:51:00,Voice,327.0,SEC,0.15,MSC-JKT-1,1041772.95,TAP3_ID_20250101_310410,1041772.95,1145950.245,BILLED,0.0
332aba11-3bff-44f7-a296-e1367d166081,51011126790,204-04,Vodafone,2025-01-04 05:30:00,Data,189.055996302115,MB,0.05,MSC-JKT-3,200768.01527303105,TAP3_ID_20250104_20404,200768.01527303105,242929.2984803676,BILLED,0.0
df7c9054-1d0b-418a-b341-3ebf1363e000,51011842129,525-01,Singtel,2025-01-26 18:38:00,Data,126.91571871918204,MB,0.05,MSC-JKT-4,134778.14749383536,TAP3_ID_20250126_52501,134778.1474938354,144212.61781840387,BILLED,0.0
0bbb3316-1b00-4373-bd29-0ab5705ae887,51011966651,525-01,Singtel,2025-01-20 07:40:00,Data,340.55160960574483,MB,0.05,MSC-JKT-2,361648.7818208207,TAP3_ID_20250120_52501,361648.7818208207,386964.19654827815,BILLED,0.0
01105492-e90c-4a89-9bda-d7863b71a7ec,51011476965,502-12,Maxis,2025-01-28 16:24:00,Data,111.87555967587436,MB,0.05,MSC-JKT-2,118806.25059779476,TAP3_ID_20250128_50212,118806.25059779476,125934.62563366246,BILLED,0.0
580b9960-252f-4017-8fb1-ca635754f948,51011292714,204-04,Vodafone,2025-01-13 12:46:00,Data,263.89778443224134,MB,0.05,MSC-JKT-4,280246.2521778187,TAP3_ID_20250113_20404,280246.2521778187,339097.9651351606,BILLED,0.0
b896bb8a-b9be-41fe-93dd-06e09b1b2e5f,51011738353,310-410,AT&T,2025-01-04 02:18:00,SMS,1.0,MSG,0.05,MSC-JKT-3,1061.95,TAP3_ID_20250104_310410,1061.95,1168.145,BILLED,0.0
0ce9bacf-b266-447d-8da3-86c832d10eab,51011468501,502-12,Maxis,2025-01-17 13:14:00,Data,313.8162842340233,MB,0.05,MSC-JKT-3,333257.2030423211,TAP3_ID_20250117_50212,333257.2030423211,353252.63522486034,BILLED,0.0
78c091b8-d720-4b80-a8cd-f8b73ddd7942,51011645735,502-12,Maxis,2025-01-11 11:09:00,SMS,1.0,MSG,0.05,MSC-JKT-2,1061.95,TAP3_ID_20250111_50212,1061.95,1125.667,BILLED,0.0
f02c6fd2-bab2-444c-a82f-deb6bc4a2975,51011464167,204-04,Vodafone,2025-01-24 20:07:00,Voice,90.0,SEC,0.15,MSC-JKT-2,286726.5,TAP3_ID_20250124_20404,286726.5,346939.065,BILLED,0.0
d36885a8-3d8f-42a2-a28d-32818f893891,51011483934,204-04,Vodafone,2025-01-18 04:40:00,Voice,502.0,SEC,0.15,MSC-JKT-1,1599296.7,TAP3_ID_20250118_20404,1599296.7,1935149.007,BILLED,0.0
d9743eb3-7f0d-42ad-93cd-8532ae0f47db,51011651820,502-12,Maxis,2025-01-01 20:19:00,Data,135.55172549331343,MB,0.05,MSC-JKT-2,143949.1548876242,TAP3_ID_20250101_50212,143949.1548876242,152586.10418088167,BILLED,0.0
835ccae0-2546-4855-a8c4-fdad5c37f95d,51011229473,454-00,CSL,2025-01-29 05:17:00,Data,290.6231943282951,MB,0.05,MSC-JKT-2,308627.301216933,TAP3_ID_20250129_45400,308627.301216933,308627.301216933,BILLED,0.0
1b53bd2d-2921-436b-a9f8-26dc4123c5d1,51011127712,525-01,Singtel,2025-01-27 12:04:00,Voice,374.0,SEC,0.15,MSC-JKT-2,1191507.9,TAP3_ID_20250127_52501,1191507.9,1274913.4530000002,BILLED,0.0
3c89ca82-88d2-46db-998b-94e679c016b1,51011434618,502-12,Maxis,2025-01-11 20:25:00,Data,484.96020746752015,MB,0.05,MSC-JKT-1,515003.492320133,TAP3_ID_20250111_50212,515003.492320133,545903.701859341,BILLED,0.0
bd57215f-160a-45cd-8f4b-b7b41a8f944d,51011803286,310-410,AT&T,2025-01-01 01:40:00,Data,136.77619525816004,MB,0.05,MSC-JKT-2,145249.48055440307,TAP3_ID_20250101_310410,145249.48055440307,159774.42860984337,BILLED,0.0
52bb8761-0368-42de-9a98-f8fe9431828e,51011910006,204-04,Vodafone,2025-01-17 04:30:00,Data,456.5915595535957,MB,0.05,MSC-JKT-1,484877.40666794096,,,,LEAKAGE (Unbilled),484877.40666794096
bc6c24a8-210a-4744-930d-6b1ba0a2fe1a,51011138765,310-410,AT&T,2025-01-05 09:09:00,Data,120.61830768158296,MB,0.05,MSC-JKT-1,128090.61184245704,TAP3_ID_20250105_310410,128090.61184245702,140899.67302670272,BILLED,0.0
952c88bc-f682-4134-872b-0a34bb826311,51011994751,454-00,CSL,2025-01-13 12:03:00,Voice,488.0,SEC,0.15,MSC-JKT-2,1554694.8,TAP3_ID_20250113_45400,1554694.8,1554694.8,BILLED,0.0
dce4f929-f3f3-4ff1-a588-bfc98d648eef,51011412066,204-04,Vodafone,2025-01-08 06:25:00,Data,238.15772732482816,MB,0.05,MSC-JKT-3,252911.5985326013,TAP3_ID_20250108_20404,252911.5985326013,306023.0342244475,BILLED,0.0
817d1ae0-2ff9-4f93-b7e6-25c75215ba75,51011225917,525-01,Singtel,2025-01-12 00:53:00,SMS,1.0,MSG,0.05,MSC-JKT-2,1061.95,TAP3_ID_20250112_52501,1061.95,1136.2865000000002,BILLED,0.0
c9b80cf8-67ff-4fc3-a579-b831e7a9793d,51011101252,454-00,CSL,2025-01-25 16:47:00,Data,210.325835754671,MB,0.05,MSC-JKT-1,223355.5212796729,TAP3_ID_20250125_45400,223355.5212796729,223355.5212796729,BILLED,0.0
8fa6b0b6-da0f-4b24-adbf-d09edfc55f42,51011417537,525-01,Singtel,2025-01-11 18:38:00,Voice,306.0,SEC,0.15,MSC-JKT-2,974870.1,TAP3_ID_20250111_52501,974870.1,1043111.007,BILLED,0.0
c1da779c-7c46-4ac9-a245-bf95af1a3514,51011404462,454-00,CSL,2025-01-19 01:51:00,Data,225.51013266331057,MB,0.05,MSC-JKT-4,239480.48538180263,TAP3_ID_20250119_45400,239480.48538180263,239480.48538180263,BILLED,0.0
02f5aa2d-7d61-4984-b3e8-6c8e42cc85f4,51011316464,525-01,Singtel,2025-01-19 16:04:00,Data,229.7274692922916,MB,0.05,MSC-JKT-2,243959.08601494908,TAP3_ID_20250119_52501,243959.08601494908,261036.2220359955,BILLED,0.0
283ac461-a42a-49e8-a26e-136c862d613a,51011105569,502-12,Maxis,2025-01-28 19:23:00,Voice,53.0,SEC,0.15,MSC-JKT-1,168850.05,TAP3_ID_20250128_50212,168850.05,178981.053,BILLED,0.0
c126423a-94d8-42f0-9d2f-6f7780373edd,51011311791,454-00,CSL,2025-01-11 15:10:00,Voice,183.0,SEC,0.15,MSC-JKT-3,583010.5499999999,,,,LEAKAGE (Unbilled),583010.5499999999
eb9f1c67-6587-47ad-b766-a44fc4355927,51011357218,454-00,CSL,2025-01-22 15:07:00,Voice,281.0,SEC,0.15,MSC-JKT-4,895223.85,,,,LEAKAGE (Unbilled),895223.85
daf15eab-2f61-45a9-9038-55abfd411145,51011580721,454-00,CSL,2025-01-27 17:57:00,Voice,5.0,SEC,0.15,MSC-JKT-4,15929.25,TAP3_ID_20250127_45400,15929.25,15929.25,BILLED,0.0
9623879a-2b58-4442-9e3c-20865af61067,51011247979,525-01,Singtel,2025-01-29 21:20:00,Data,267.25830951588824,MB,0.05,MSC-JKT-2,283814.9617903976,TAP3_ID_20250129_52501,283814.9617903976,303682.00911572535,BILLED,0.0
d4a4ee4f-4acb-4830-8209-4a8821e6b63d,51011503704,525-01,Singtel,2025-01-17 13:25:00,Data,19.75213870656536,MB,0.05,MSC-JKT-3,20975.78369943709,TAP3_ID_20250117_52501,20975.783699437085,22444.08855839768,BILLED,0.0
